school_code,school_name,province,district,Sector,school_location,school_status,school_settings,perc_with_50andplus,on_grid_electricity,has_internet,has_computer_access,avg_classroom_size_2024_25,double_shift,Leadership_marks_avg,Num_leader_records
110103,EP GITEGA,Kigali City,Nyarugenge,Gitega,URBAN,PUBLIC,Preprimary + Primary,69.12113952636719,1.0,1,0.0,64.0,0.0,69.4922365210585,1.0
110104,GS CYAHAFI,Kigali City,Nyarugenge,Gitega,URBAN,PUBLIC,Preprimary + Primary + Ordinal Level + TVET,68.22784423828125,1.0,1,1.0,64.0,0.0,78.77891825239564,2.0
110201,GS KANYINYA,Kigali City,Nyarugenge,Kanyinya,URBAN,GOVERNMENT_AIDED,Preprimary + Primary + Ordinal Level + General upper secondary,73.45924377441406,1.0,1,1.0,58.0,0.0,80.96903693564616,2.0
110202,GS NZOVE,Kigali City,Nyarugenge,Kanyinya,URBAN,PUBLIC,Preprimary + Primary + Ordinal Level,43.47399520874023,1.0,1,0.0,64.0,0.0,69.39771002974274,2.0
110204,EP NYAMWERU,Kigali City,Nyarugenge,Kanyinya,URBAN,PUBLIC,Preprimary + Primary,57.16846084594727,1.0,1,0.0,64.0,1.0,58.6865912048814,1.0
110205,Star Shine school,Kigali City,Nyarugenge,Kanyinya,URBAN,PRIVATE,Preprimary + Primary,98.4375,1.0,1,0.0,32.0,0.0,,
110208,EP BIBUNGO,Kigali City,Nyarugenge,Kanyinya,URBAN,PUBLIC,Preprimary + Primary,69.77928924560547,1.0,1,0.0,64.0,1.0,86.4305031446541,1.0
110209,ORION SCHOOL,Kigali City,Nyarugenge,Kanyinya,URBAN,PRIVATE,Preprimary + Primary,96.15384674072266,1.0,1,0.0,32.0,0.0,,
110305,GS MWENDO,Kigali City,Nyarugenge,Kigali,URBAN,GOVERNMENT_AIDED,Preprimary + Primary + Ordinal Level + TVET,39.63210678100586,1.0,1,0.0,58.0,0.0,78.54949310021215,2.0
110306,GS KIGALI,Kigali City,Nyarugenge,Kigali,URBAN,PUBLIC,Primary + Ordinal Level + General upper secondary,65.1322250366211,1.0,1,1.0,64.0,0.0,72.73215395071671,2.0
110314,GS KARAMA,Kigali City,Nyarugenge,Kigali,URBAN,PUBLIC,Preprimary + Primary + Ordinal Level,73.12379455566406,1.0,1,1.0,64.0,1.0,77.06852788396085,2.0
110325,EP RWESERO,Kigali City,Nyarugenge,Kigali,URBAN,PUBLIC,Preprimary + Primary,56.53923797607422,1.0,1,0.0,64.0,0.0,67.4778639286565,1.0
110329,EP Karama EPR,Kigali City,Nyarugenge,Kigali,URBAN,GOVERNMENT_AIDED,Preprimary + Primary,59.05096435546875,1.0,1,0.0,58.0,0.0,,
110330,EP GATARE,Kigali City,Nyarugenge,Kigali,URBAN,PUBLIC,Preprimary + Primary,39.44773101806641,1.0,1,1.0,64.0,0.0,81.5437799808123,1.0
110335,Mothers Love ECD,Kigali City,Nyarugenge,Kigali,URBAN,PRIVATE,Preprimary + Primary,100.0,1.0,1,1.0,32.0,0.0,,
110336,Ecole Teton,Kigali City,Nyarugenge,Kigali,URBAN,PRIVATE,Preprimary + Primary,91.80327606201172,1.0,1,0.0,32.0,0.0,,
110401,APADERWA,Kigali City,Nyarugenge,Kimisagara,URBAN,PRIVATE,Preprimary + Primary,97.4842758178711,1.0,1,1.0,32.0,0.0,,
110402,APPEK KAMUHOZA,Kigali City,Nyarugenge,Kimisagara,URBAN,GOVERNMENT_AIDED,Preprimary + Primary,96.80000305175781,1.0,1,0.0,58.0,0.0,83.8669224066076,1.0
110404,ECOLE PRIMAIRE KAMUHOZA,Kigali City,Nyarugenge,Kimisagara,URBAN,GOVERNMENT_AIDED,Preprimary + Primary,74.76744079589844,1.0,1,0.0,58.0,0.0,77.8516160365217,1.0
110405,EP MUGANZA,Kigali City,Nyarugenge,Kimisagara,URBAN,PUBLIC,Preprimary + Primary,73.78048706054688,1.0,1,0.0,64.0,0.0,74.3445737641878,1.0
110406,GS KIMISAGARA,Kigali City,Nyarugenge,Kimisagara,URBAN,PUBLIC,Preprimary + Primary + Ordinal Level + General upper secondary,78.97563171386719,1.0,1,0.0,64.0,0.0,77.59973053792004,2.0
110415,ACPA NURSERY,Kigali City,Nyarugenge,Kimisagara,URBAN,PRIVATE,Preprimary + Primary,100.0,1.0,1,0.0,32.0,0.0,,
110501,GS BUYE,Kigali City,Nyarugenge,Mageregere,RURAL,PUBLIC,Preprimary + Primary + Ordinal Level + TVET,63.14362716674805,1.0,1,0.0,64.0,0.0,80.92659360581516,2.0
110503,GS NYARUBANDE,Kigali City,Nyarugenge,Mageregere,URBAN,PUBLIC,Preprimary + Primary + Ordinal Level,62.33766174316406,1.0,1,1.0,64.0,0.0,84.44881124509726,2.0
110504,GS BUREMA,Kigali City,Nyarugenge,Mageregere,RURAL,PUBLIC,Preprimary + Primary + Ordinal Level + General upper secondary,80.10054016113281,1.0,1,1.0,64.0,0.0,80.5067386925691,1.0
110505,GS BUTAMWA,Kigali City,Nyarugenge,Mageregere,RURAL,PUBLIC,Primary + Ordinal Level + General upper secondary,80.47999572753906,1.0,1,1.0,64.0,0.0,81.46426375993221,2.0
110506,GS NYARUFUNZO,Kigali City,Nyarugenge,Mageregere,URBAN,GOVERNMENT_AIDED,Primary + Ordinal Level,76.58536529541016,1.0,1,0.0,58.0,0.0,75.478910920879,2.0
110509,EP NYARURENZI,,,,,,,81.02345275878906,,0,,,,75.9915094339622,1.0
110601,APACOPE,Kigali City,Nyarugenge,Muhima,URBAN,PRIVATE,Preprimary + Primary + Ordinal Level + General upper secondary + TVET,100.0,,1,1.0,32.0,0.0,,
110603,EP MUHIMA,Kigali City,Nyarugenge,Muhima,URBAN,PUBLIC,Preprimary + Primary,74.77527618408203,1.0,1,0.0,64.0,0.0,78.8961391817383,1.0
110605,GS Ste Famille,Kigali City,Nyarugenge,Muhima,URBAN,GOVERNMENT_AIDED,Preprimary + Primary + Ordinal Level,81.19047546386719,1.0,1,0.0,58.0,1.0,79.6899078236674,2.0
110703,ECOLE KAGASUNZU,Kigali City,Nyarugenge,Nyakabanda,URBAN,GOVERNMENT_AIDED,Preprimary + Primary,77.9329605102539,1.0,1,0.0,58.0,0.0,83.4349192483889,1.0
110707,GS KABUSUNZU,Kigali City,Nyarugenge,Nyakabanda,URBAN,PUBLIC,Preprimary + Primary + Ordinal Level + General upper secondary,66.06546783447266,1.0,1,1.0,64.0,1.0,76.01439076094215,2.0
110805,GS CYIVUGIZA,Kigali City,Nyarugenge,Nyamirambo,URBAN,PUBLIC,Preprimary + Primary + Ordinal Level,71.92144775390625,1.0,1,1.0,64.0,1.0,72.97801733361715,2.0
110806,EP RUGARAMA,Kigali City,Nyarugenge,Nyamirambo,URBAN,GOVERNMENT_AIDED,Preprimary + Primary,58.64535140991211,1.0,1,0.0,58.0,0.0,71.1434121653919,1.0
110811,GS AKUMUNIGO,Kigali City,Nyarugenge,Nyamirambo,URBAN,PUBLIC,Preprimary + Primary + Ordinal Level + General upper secondary + TVET,74.2354736328125,1.0,1,0.0,64.0,0.0,78.11514424689165,2.0
110813,GS Institut Filippo Smaldone(IFS),Kigali City,Nyarugenge,Nyamirambo,URBAN,GOVERNMENT_AIDED,Preprimary + Primary + Ordinal Level + TVET,68.42105102539062,1.0,1,1.0,58.0,0.0,78.9421812161068,2.0
110827,ITUZE PRIMARYSCHOOL,,,,,,,90.9909896850586,,0,,,,,
110837,EBENEZER ACADEMY,Kigali City,Nyarugenge,Nyamirambo,URBAN,PRIVATE,Preprimary + Primary,93.54838562011719,1.0,1,0.0,32.0,0.0,,
110906,EMPIB,Kigali City,Nyarugenge,Nyarugenge,URBAN,PRIVATE,Preprimary + Primary,95.0,1.0,1,0.0,32.0,0.0,,
110907,EP BIRYOGO,Kigali City,Nyarugenge,Nyarugenge,URBAN,PUBLIC,Preprimary + Primary,73.22457122802734,1.0,1,0.0,64.0,0.0,76.8407239933492,1.0
110908,ECOLE PRIVEE MARIE AUXILIATRICE,Kigali City,Nyarugenge,Nyarugenge,URBAN,PRIVATE,Preprimary + Primary,100.0,1.0,1,1.0,32.0,0.0,,
110909,GS CAMP KIGALI,Kigali City,Nyarugenge,Nyarugenge,URBAN,PUBLIC,Preprimary + Primary + Ordinal Level + General upper secondary + TVET,90.50955200195312,1.0,1,1.0,64.0,1.0,77.14378298995226,2.0
110910,GS EPA St MICHEL,Kigali City,Nyarugenge,Nyarugenge,URBAN,GOVERNMENT_AIDED,Preprimary + Primary + Ordinal Level + General upper secondary,79.71918487548828,1.0,1,1.0,58.0,0.0,78.79344201432599,2.0
111001,EP INTWALI,Kigali City,Nyarugenge,Rwezamenyo,URBAN,GOVERNMENT_AIDED,Preprimary + Primary,71.17460632324219,1.0,1,0.0,58.0,1.0,68.6779786989794,1.0
120102,GS GISHAKA,Kigali City,Gasabo,Bumbogo,RURAL,PUBLIC,Preprimary + Primary + Ordinal Level,47.86035919189453,1.0,1,1.0,64.0,0.0,79.8008605250882,2.0
120103,GS BUMBOGO,Kigali City,Gasabo,Bumbogo,RURAL,GOVERNMENT_AIDED,Primary + Ordinal Level + General upper secondary,55.56234741210938,1.0,1,0.0,58.0,0.0,82.4204297788865,1.0
120106,GS Musave,Kigali City,Gasabo,Bumbogo,URBAN,GOVERNMENT_AIDED,Preprimary + Primary + Ordinal Level,46.45390319824219,1.0,1,1.0,58.0,0.0,77.88860781791745,2.0
120107,EP NGARA,Kigali City,Gasabo,Bumbogo,RURAL,PUBLIC,Primary,52.05882263183594,1.0,1,0.0,64.0,0.0,74.605341630281,1.0
120108,EP KARAMA,Kigali City,Gasabo,Bumbogo,RURAL,GOVERNMENT_AIDED,Preprimary + Primary,62.65508651733398,1.0,1,0.0,58.0,0.0,80.5468073996936,1.0
120112,DAYSTAR NURSERY AND PRIMARY SCHOOL,Kigali City,Gasabo,Bumbogo,URBAN,PRIVATE,Preprimary + Primary,87.5,1.0,1,1.0,32.0,0.0,,
120117,MODERN EAR BUMBOGO,Kigali City,Gasabo,Bumbogo,RURAL,PRIVATE,Preprimary + Primary,88.70967864990234,1.0,1,0.0,32.0,0.0,,
120122,Living Hope Academy,Kigali City,Gasabo,Bumbogo,RURAL,PRIVATE,Preprimary + Primary,100.0,,1,1.0,32.0,0.0,,
120124,MORNING STAR NURSERY SCHOOL,Kigali City,Gasabo,Bumbogo,URBAN,PRIVATE,Preprimary + Primary,89.81481170654297,1.0,1,0.0,32.0,0.0,,
120127,EP NKUZUZU,Kigali City,Gasabo,Bumbogo,RURAL,GOVERNMENT_AIDED,Preprimary + Primary,69.49152374267578,1.0,1,0.0,58.0,0.0,77.8444629424097,1.0
120130,GS GIKUMBA,Kigali City,Gasabo,Bumbogo,URBAN,PUBLIC,Primary + Ordinal Level,62.96006393432617,1.0,1,0.0,64.0,0.0,72.97392990520481,2.0
120131,GS GISASA,Kigali City,Gasabo,Bumbogo,URBAN,PUBLIC,Preprimary + Primary + Ordinal Level,54.93197631835938,1.0,1,1.0,64.0,0.0,79.3637797856615,2.0
120135,Ecole chez Elites Internationals,Kigali City,Gasabo,Bumbogo,RURAL,PRIVATE,Preprimary + Primary,93.54838562011719,1.0,1,0.0,32.0,0.0,,
120148,Good Shepherd Academy,Kigali City,Gasabo,Bumbogo,RURAL,PRIVATE,Preprimary + Primary,72.7272720336914,1.0,1,1.0,32.0,0.0,,
120201,EP Gatsata Catholic,Kigali City,Gasabo,Gatsata,URBAN,GOVERNMENT_AIDED,Primary,74.44444274902344,1.0,1,0.0,58.0,0.0,80.9112682677973,1.0
120205,EP GATSATA II,Kigali City,Gasabo,Gatsata,URBAN,PUBLIC,Primary,69.5999984741211,1.0,1,0.0,64.0,1.0,68.2379415780259,1.0
120230,GS AGATARAMO,Kigali City,Gasabo,Gatsata,URBAN,PUBLIC,Preprimary + Primary + Ordinal Level,43.4782600402832,1.0,1,0.0,64.0,0.0,72.74686945166886,2.0
120301,GS KIBARA,Kigali City,Gasabo,Gikomero,RURAL,PUBLIC,Preprimary + Primary + Ordinal Level,73.33333587646484,1.0,1,1.0,64.0,0.0,79.92329808037354,2.0
120304,GS GICACA I,Kigali City,Gasabo,Gikomero,RURAL,GOVERNMENT_AIDED,Preprimary + Primary + Ordinal Level,57.77125930786133,1.0,1,1.0,58.0,0.0,77.1409912623094,2.0
120307,EP MUHAZI,Kigali City,Gasabo,Gikomero,RURAL,PUBLIC,Preprimary + Primary,51.15511322021484,1.0,1,0.0,64.0,0.0,,
120308,GS RUDAKABUKIRWA,Kigali City,Gasabo,Gikomero,RURAL,PUBLIC,Preprimary + Primary + Ordinal Level,52.61383056640625,1.0,1,1.0,64.0,0.0,80.5946795512987,2.0
120309,EP MURAMBI,Kigali City,Gasabo,Gikomero,URBAN,PUBLIC,Preprimary + Primary,39.23077011108398,1.0,1,0.0,64.0,0.0,,
120402,GS GISOZI II,Kigali City,Gasabo,Gisozi,URBAN,PUBLIC,Primary + Ordinal Level,75.8988037109375,1.0,1,1.0,64.0,0.0,73.7600431366764,2.0
120405,GS GISOZI I,Kigali City,Gasabo,Gisozi,URBAN,PUBLIC,Preprimary + Primary + Ordinal Level + General upper secondary,69.1089096069336,1.0,1,0.0,64.0,1.0,75.87336699861174,2.0
120434,SAINT LOUIS ET ZELIE,Kigali City,Gasabo,Gisozi,URBAN,PRIVATE,Preprimary + Primary,90.90909576416016,1.0,1,0.0,32.0,0.0,,
120440,ORION SCHOOL KIGALI,Kigali City,Gasabo,Gisozi,URBAN,PRIVATE,Preprimary + Primary,96.24413299560547,1.0,1,0.0,32.0,0.0,,
120444,Grow Up Nursery School,Kigali City,Gasabo,Gisozi,URBAN,PRIVATE,Preprimary + Primary,100.0,1.0,1,0.0,32.0,0.0,,
120455,GS NTORA,Kigali City,Gasabo,Gisozi,URBAN,PUBLIC,Preprimary + Primary + Ordinal Level,71.22557830810547,1.0,1,0.0,64.0,0.0,77.39082354131995,2.0
120456,EP KARIYERI,,,,,,,67.26190185546875,,0,,,,81.8114663186585,1.0
120459,INEZA SCHOOL ACADEMY,Kigali City,Gasabo,Gisozi,URBAN,PRIVATE,Preprimary + Primary,95.0,1.0,1,1.0,32.0,0.0,,
120502,EP BWERAMVURA,Kigali City,Gasabo,Jabana,RURAL,GOVERNMENT_AIDED,Preprimary + Primary,76.11111450195312,1.0,1,0.0,58.0,1.0,78.8687781771348,1.0
120503,EP NYACYONGA,Kigali City,Gasabo,Jabana,RURAL,PUBLIC,Preprimary + Primary,71.76781463623047,1.0,1,0.0,64.0,0.0,73.9731824066788,1.0
120504,GS JABANA,Kigali City,Gasabo,Jabana,RURAL,PUBLIC,Preprimary + Primary + Ordinal Level + General upper secondary,42.37405014038086,1.0,1,0.0,64.0,0.0,76.3252976266525,2.0
120505,GS KABUYE CATHOLIQUE,Kigali City,Gasabo,Jabana,URBAN,GOVERNMENT_AIDED,Primary + Ordinal Level,70.9747314453125,1.0,1,1.0,58.0,0.0,75.2751666954243,2.0
120506,GS RWANYANZA,Kigali City,Gasabo,Jabana,RURAL,GOVERNMENT_AIDED,Preprimary + Primary + Ordinal Level + TVET,57.52809143066406,1.0,1,0.0,58.0,0.0,78.5849118102914,2.0
120508,EP NGIRYI,Kigali City,Gasabo,Jabana,RURAL,GOVERNMENT_AIDED,Preprimary + Primary,58.66141891479492,1.0,1,0.0,58.0,1.0,,
120519,The Blessing Nursery School,Kigali City,Gasabo,Jabana,URBAN,PRIVATE,Preprimary + Primary,98.48484802246094,1.0,1,0.0,32.0,0.0,,
120523,GS NYARURAMA,Kigali City,Gasabo,Jabana,URBAN,PUBLIC,Primary + Ordinal Level,75.05284881591797,1.0,1,1.0,64.0,1.0,76.81302586354875,2.0
120525,ORION SCHOOL,Kigali City,Gasabo,Jabana,URBAN,PRIVATE,Preprimary + Primary,98.0952377319336,1.0,1,0.0,32.0,0.0,,
120528,BRIGHT HORIZON SCHOOL,Kigali City,Gasabo,Jabana,RURAL,PRIVATE,Preprimary + Primary,97.05882263183594,1.0,1,0.0,32.0,0.0,,
120534,BERCEAU DES ANGES,Kigali City,Gasabo,Jabana,URBAN,PRIVATE,Preprimary + Primary,90.90909576416016,1.0,1,0.0,32.0,0.0,,
120538,ECOLE LA LUMIERE DE CONNAISSANCE,Kigali City,Gasabo,Jabana,URBAN,PRIVATE,Preprimary + Primary,100.0,1.0,1,0.0,32.0,0.0,,
120545,Amazing Knowledge school,Kigali City,Gasabo,Jabana,RURAL,PRIVATE,Preprimary + Primary,89.88764190673828,1.0,1,0.0,32.0,0.0,,
120601,EP CYUGA,Kigali City,Gasabo,Jali,RURAL,GOVERNMENT_AIDED,Primary,47.41697311401367,1.0,1,0.0,58.0,0.0,59.0996487987521,1.0
120604,EP JALI,Kigali City,Gasabo,Jali,URBAN,GOVERNMENT_AIDED,Preprimary + Primary,57.64994049072266,1.0,1,0.0,58.0,0.0,86.5977029201872,1.0
120606,GS RUBINGO  TSS,Kigali City,Gasabo,Jali,RURAL,PUBLIC,Preprimary + Primary + Ordinal Level + TVET,43.99350738525391,1.0,1,0.0,64.0,0.0,78.3549268150579,1.0
120611,EP KIGARAMA,Kigali City,Gasabo,Jali,RURAL,GOVERNMENT_AIDED,Preprimary + Primary,70.84870910644531,1.0,1,0.0,58.0,0.0,77.133232155069,1.0
120616,GS AGATEKO,Kigali City,Gasabo,Jali,URBAN,PUBLIC,Primary + Ordinal Level,64.61087036132812,,1,1.0,64.0,0.0,80.2415330581642,1.0
120617,EP NYABULIBA,Kigali City,Gasabo,Jali,RURAL,PUBLIC,Preprimary + Primary,53.60359954833984,1.0,1,0.0,64.0,1.0,70.1195092102731,1.0
120708,SOS PRIMARY SCHOOL KIGALI,Kigali City,Gasabo,Gisozi,URBAN,PRIVATE,Preprimary + Primary,98.85386657714844,1.0,1,0.0,32.0,0.0,,
120709,LITTLE GEMS ACADEMY KACYIRU,Kigali City,Gasabo,Kacyiru,URBAN,PRIVATE,Preprimary + Primary,100.0,1.0,1,1.0,32.0,0.0,,
120735,GS KACYIRU II,Kigali City,Gasabo,Kacyiru,URBAN,PUBLIC,Primary + Ordinal Level + General upper secondary,81.87134552001953,1.0,1,1.0,64.0,0.0,78.50354273702555,2.0
120736,EP KACYIRU I,Kigali City,Gasabo,Kacyiru,URBAN,PUBLIC,Primary,68.24480438232422,1.0,1,1.0,64.0,0.0,69.9170412660317,1.0
120801,ECOLE INTERNATIONALE DE KIGALI,Kigali City,Gasabo,Kimihurura,URBAN,PRIVATE,Primary,93.63057708740234,1.0,1,0.0,32.0,0.0,,
120805,GS RUGANDO  TSS,Kigali City,Gasabo,Kimihurura,URBAN,PUBLIC,Preprimary + Primary + Ordinal Level + General upper secondary + TVET,57.2481575012207,1.0,1,1.0,64.0,0.0,,
120815,EPAK DON BOSCO,Kigali City,Gasabo,Kimihurura,URBAN,GOVERNMENT_AIDED,Primary,100.0,1.0,1,0.0,58.0,0.0,78.0430692822202,1.0
120902,COMPLEXE SCOLAIRE UMUCO MWIZA,Kigali City,Gasabo,Kimironko,URBAN,PRIVATE,Preprimary + Primary,92.92034912109375,1.0,1,0.0,32.0,0.0,,
120907,GS KIMIRONKO I,Kigali City,Gasabo,Kimironko,URBAN,PUBLIC,Primary + Ordinal Level + General upper secondary,79.35615539550781,1.0,1,0.0,64.0,1.0,82.3578780169026,1.0
120908,GS KIMIRONKO II,Kigali City,Gasabo,Kimironko,URBAN,PUBLIC,Preprimary + Primary + Ordinal Level + General upper secondary + TVET,92.68292999267578,1.0,1,1.0,64.0,1.0,78.4255971086094,2.0
120920,Ecole Chretiene de Kigali,Kigali City,Gasabo,Kimironko,URBAN,PRIVATE,Preprimary + Primary + Ordinal Level + General upper secondary,100.0,1.0,1,0.0,32.0,0.0,,
120924,EP KIBAGABAGA,Kigali City,Gasabo,Kimironko,URBAN,GOVERNMENT_AIDED,Primary,76.50727844238281,1.0,1,0.0,58.0,0.0,76.3171368080204,1.0
121004,EP METHODISTE DE BATSINDA,Kigali City,Gasabo,Kinyinya,URBAN,PRIVATE,Preprimary + Primary,89.13690185546875,1.0,1,0.0,32.0,0.0,,
121006,Gs RWANKUBA,Kigali City,Gasabo,Kinyinya,RURAL,PUBLIC,Primary + Ordinal Level,60.1553840637207,1.0,1,0.0,64.0,0.0,70.54514597144109,2.0
121007,Groupe Scolaire Kinyinya,Kigali City,Gasabo,Kinyinya,URBAN,GOVERNMENT_AIDED,Primary + Ordinal Level + General upper secondary,81.08641815185547,1.0,1,0.0,58.0,0.0,75.9524830773816,1.0
121008,GS KAGUGU CATHOLIQUE,Kigali City,Gasabo,Kinyinya,URBAN,GOVERNMENT_AIDED,Primary + Ordinal Level,49.4505500793457,1.0,1,0.0,58.0,0.0,77.86719059307754,3.0
121031,NEW LIGHT ACADEMY,Kigali City,Gasabo,Kinyinya,URBAN,PRIVATE,Preprimary + Primary,97.9310302734375,1.0,1,0.0,32.0,0.0,,
121041,RIGHT SCHOOL KINYINYA,Kigali City,Gasabo,Kinyinya,URBAN,PRIVATE,Preprimary + Primary,100.0,1.0,1,0.0,32.0,0.0,,
121048,GS  KAGARAMA,Kigali City,Gasabo,Kinyinya,URBAN,PUBLIC,Primary + Ordinal Level,75.53228759765625,1.0,1,0.0,64.0,1.0,79.26608913500141,2.0
121049,EP TABA,Kigali City,Gasabo,Kinyinya,URBAN,GOVERNMENT_AIDED,Primary,60.79766845703125,1.0,1,0.0,58.0,0.0,,
121053,INEZA SUCCESS ACADEMY,Kigali City,Gasabo,Kinyinya,URBAN,PRIVATE,Preprimary + Primary,100.0,1.0,1,0.0,32.0,0.0,,
121070,NOVA ORION SCHOOL,Kigali City,Gasabo,Kinyinya,URBAN,PRIVATE,Preprimary + Primary,98.63945770263672,1.0,1,0.0,32.0,0.0,,
121105,EP JURWE,Kigali City,Gasabo,Ndera,RURAL,GOVERNMENT_AIDED,Preprimary + Primary,59.14488983154297,1.0,1,0.0,58.0,0.0,68.1432350999413,1.0
121109,GS GASOGI,Kigali City,Gasabo,Ndera,RURAL,PUBLIC,Preprimary + Primary + Ordinal Level,45.48635482788086,1.0,1,1.0,64.0,0.0,75.0350784230924,2.0
121119,EP Munini,Kigali City,Gasabo,Ndera,URBAN,GOVERNMENT_AIDED,Primary,63.32162475585938,1.0,1,0.0,58.0,0.0,79.3287707288467,1.0
121124,LA FRATERNITE,Kigali City,Gasabo,Ndera,URBAN,PRIVATE,Preprimary + Primary,89.83050537109375,1.0,1,1.0,32.0,0.0,,
121128,EP CYARUZINGE,Kigali City,Gasabo,Ndera,URBAN,PUBLIC,Primary,57.22846221923828,1.0,1,0.0,64.0,0.0,74.7157905852294,1.0
121130,GS GITARAGA,Kigali City,Gasabo,Ndera,RURAL,GOVERNMENT_AIDED,Preprimary + Primary + Ordinal Level,68.41636657714844,1.0,1,0.0,58.0,0.0,75.45394715125104,2.0
121131,EP GASHARU,Kigali City,Gasabo,Ndera,URBAN,PUBLIC,Preprimary + Primary,70.65868377685547,1.0,1,0.0,64.0,0.0,79.3932224428997,1.0
121138,Togetherness nursery and primary school,Kigali City,Gasabo,Ndera,URBAN,PRIVATE,Preprimary + Primary,100.0,1.0,1,0.0,32.0,0.0,,
121202,GS SHA,Kigali City,Gasabo,Nduba,RURAL,GOVERNMENT_AIDED,Preprimary + Primary + Ordinal Level,37.64987945556641,1.0,1,1.0,58.0,0.0,78.74798812873085,2.0
121203,GS SHANGO,Kigali City,Gasabo,Nduba,RURAL,PUBLIC,Preprimary + Primary + Ordinal Level,52.08480453491211,1.0,1,1.0,64.0,0.0,81.571829911522,2.0
121207,GS GATUNGA,Kigali City,Gasabo,Nduba,RURAL,PUBLIC,Preprimary + Primary + Ordinal Level,61.55555725097656,1.0,1,1.0,64.0,1.0,74.9730102780516,2.0
121215,God's MISSION SCHOOL FOR PARENT,Kigali City,Gasabo,Nduba,URBAN,PRIVATE,Preprimary + Primary,100.0,1.0,1,0.0,32.0,0.0,,
121217,EP NYANGE,Kigali City,Gasabo,Nduba,RURAL,PUBLIC,Preprimary + Primary,82.32394409179688,1.0,1,0.0,64.0,0.0,74.3264593852423,1.0
121219,EP KAMUYANGE,Kigali City,Gasabo,Nduba,URBAN,PUBLIC,Preprimary + Primary,85.51402282714844,1.0,1,0.0,64.0,0.0,66.1703582350371,1.0
121220,EP KIGABIRO,Kigali City,Gasabo,Nduba,URBAN,PUBLIC,Preprimary + Primary,65.52901458740234,1.0,1,0.0,64.0,0.0,76.6497079964061,1.0
121228,LOVING NEW VISION,Kigali City,Gasabo,Nduba,RURAL,PRIVATE,Preprimary + Primary,100.0,1.0,1,0.0,32.0,0.0,,
121314,GS REMERA,Kigali City,Gasabo,Remera,URBAN,PUBLIC,Primary + Ordinal Level,76.90531158447266,1.0,1,0.0,64.0,0.0,66.5074581770762,1.0
121402,GS  RUSORORO  ADVENTISTE,Kigali City,Gasabo,Rusororo,URBAN,GOVERNMENT_AIDED,Preprimary + Primary + Ordinal Level,95.0,1.0,1,1.0,58.0,0.0,79.02413543842945,2.0
121403,EP GICACAII,Kigali City,Gasabo,Rusororo,RURAL,GOVERNMENT_AIDED,Preprimary + Primary,59.05882263183594,1.0,1,0.0,58.0,0.0,77.8604984512268,1.0
121404,EP MBANDAZI,Kigali City,Gasabo,Rusororo,RURAL,GOVERNMENT_AIDED,Preprimary + Primary,71.18402099609375,1.0,1,0.0,58.0,1.0,77.589812346371,1.0
121405,GS KABUGA,Kigali City,Gasabo,Rusororo,URBAN,GOVERNMENT_AIDED,Preprimary + Primary + Ordinal Level + General upper secondary,65.56521606445312,1.0,1,0.0,58.0,0.0,76.0839473652665,2.0
121406,GS RUHANGA,Kigali City,Gasabo,Rusororo,RURAL,GOVERNMENT_AIDED,Preprimary + Primary + Ordinal Level + General upper secondary,39.79591751098633,1.0,1,1.0,58.0,0.0,79.36883864126995,2.0
121418,BLESSING NURSERY SCHOOL,Kigali City,Gasabo,Rusororo,URBAN,PRIVATE,Preprimary + Primary,95.505615234375,1.0,1,1.0,32.0,0.0,,
121426,Ep Gasagara,,,,,,,53.71286773681641,,0,,,,82.4219227837152,1.0
121431,EP NYAGAHINGA,Kigali City,Gasabo,Rusororo,URBAN,PUBLIC,Primary,69.24384307861328,1.0,1,0.0,64.0,0.0,81.2356505209425,1.0
121432,GS CYERU,Kigali City,Gasabo,Rusororo,URBAN,PUBLIC,Preprimary + Primary + Ordinal Level,66.7439193725586,1.0,1,1.0,64.0,0.0,81.4158060236785,2.0
121501,GS GASABO,Kigali City,Gasabo,Rutunga,RURAL,PUBLIC,Preprimary + Primary + Ordinal Level,47.40259552001953,1.0,1,1.0,64.0,0.0,77.72442408758644,2.0
121502,GS KAYANGA,Kigali City,Gasabo,Rutunga,RURAL,PUBLIC,Preprimary + Primary + Ordinal Level,52.60115814208984,1.0,1,1.0,64.0,0.0,76.9674055308118,1.0
121503,GS RUTUNGA,Kigali City,Gasabo,Rutunga,RURAL,PUBLIC,Preprimary + Primary + Ordinal Level + General upper secondary + TVET,44.93506622314453,1.0,1,0.0,64.0,0.0,70.50491546795125,2.0
121506,EP KARWIRU,,,,,,,49.52153015136719,,0,,,,,
121507,EP KABALIZA,Kigali City,Gasabo,Rutunga,RURAL,PUBLIC,Preprimary + Primary,58.92351150512695,1.0,1,0.0,64.0,0.0,78.1831093958452,1.0
121508,EP RWINTARE,Kigali City,Gasabo,Rutunga,URBAN,PUBLIC,Preprimary + Primary,58.6466178894043,1.0,1,0.0,64.0,0.0,74.7152043668588,1.0
121509,EP CYILI,Kigali City,Gasabo,Rutunga,URBAN,PUBLIC,Preprimary + Primary,68.14814758300781,1.0,1,0.0,64.0,0.0,79.7917457943263,1.0
121511,Happy kids school,Kigali City,Gasabo,Rutunga,RURAL,PRIVATE,Preprimary + Primary,83.33332824707031,1.0,1,0.0,32.0,0.0,,
